,val_loss,val_acc,loss,acc,lr
0,4.4046714305877686,0.5547705377851214,1.0071563785353665,0.7554649429977256,0.0010000000474974513
1,3.544064232281276,0.7025076477300554,0.7766297582596068,0.8372590915551261,0.0010000000474974513
2,4.203166371300107,0.565186253615788,0.767071992947311,0.8356047029848452,0.0010000000474974513
3,2.662040176845732,0.719308044229235,0.6550137405357663,0.8673680804709278,0.0010000000474974513
4,0.5677515197367895,0.8882395852179754,0.5216630838377766,0.9043333088910138,9.999999747378752e-05
5,0.5343880852063497,0.8954010492279416,0.46983718540933395,0.9150709609190623,9.999999747378752e-05
6,0.5553792722168422,0.8904294996034532,0.4235042537804003,0.9246975000573214,9.999999747378752e-05
7,0.640617257072812,0.8899364812033517,0.38034339942944745,0.933451340627418,9.999999747378752e-05
8,0.5241448503165018,0.9016281735329401,0.35390463353149476,0.9392186081598676,9.999999747378752e-05
9,0.5190753780660176,0.9011199587867373,0.31354833240546875,0.9467705977026117,9.999999747378752e-06
10,0.510809322198232,0.9021031657854716,0.30552710513904613,0.948674792335147,9.999999747378752e-06
11,0.49934147936957224,0.9036130933534532,0.30947985614418355,0.9474882808311906,9.999999747378752e-06
12,0.4999657968680064,0.9040876144454593,0.30488975235709437,0.949177415913375,9.999999747378752e-06
13,0.501406593691735,0.9044748232478187,0.29585236847085294,0.9511304838316781,9.999999747378752e-06
14,0.5037493485779989,0.9041336349078587,0.298888200962985,0.950741485313133,9.999999974752427e-07
15,0.5031741765283403,0.9044809852327619,0.2878674000265106,0.9528001638316603,9.999999974752427e-07
16,0.5035908385401681,0.9043979446093241,0.30342336736185843,0.9488592747027281,9.999999974752427e-07
17,0.5025860858815057,0.904469126746768,0.3047791427720791,0.9483115704602034,9.999999974752427e-07
18,0.5080981084278652,0.903575599193573,0.28470953952067746,0.9528339618728274,9.999999974752427e-07
19,0.5017619587126232,0.9046224015099662,0.2858383282624855,0.9532454206199242,1.0000000116860974e-07
20,0.5041662550398281,0.9044738695735023,0.2973203553014962,0.9510049476194634,1.0000000116860974e-07
21,0.506041747473535,0.9041682822363717,0.288174115397312,0.9527835041757614,1.0000000116860974e-07
22,0.49840490945747923,0.9052577728316897,0.28387793259961264,0.9532467404370586,1.0000000116860974e-07
23,0.5020477700801123,0.9046973699615115,0.2855980367099167,0.9519173465077839,1.0000000116860974e-07
24,0.5048188723268963,0.9044420775913057,0.2889344992618712,0.9515690488159341,9.99999993922529e-09
25,0.5032002070829982,0.9045754188583011,0.29295055106991813,0.9518498592275791,9.99999993922529e-09
26,0.503355143680459,0.9045925083614531,0.2856877367332499,0.9530321006421689,9.99999993922529e-09
27,0.5057864483623278,0.9043471699669248,0.29578858736173186,0.9507772307547312,9.99999993922529e-09
28,0.505085581115314,0.9043528607913426,0.28760064980655753,0.9523792112315143,9.99999993922529e-09
29,0.5064381524210885,0.9041023226011367,0.29150097434798244,0.9516841993130073,9.999999717180685e-10
30,0.5026119447180203,0.9046076905159723,0.30561471202228435,0.9482981819639761,9.999999717180685e-10
31,0.5045644953137353,0.9042503691854931,0.2935828717139663,0.951082031878214,9.999999717180685e-10
32,0.49973479977675844,0.9050100786345345,0.2990879141306751,0.949893888026949,9.999999717180685e-10
33,0.5027800855182466,0.9046138525009155,0.29619547756260667,0.9507091638272401,9.999999717180685e-10
34,0.5011096270311446,0.904809832572937,0.29786333355007977,0.9512076217030722,1.000000013351432e-10
35,0.5030501910618373,0.9045996211823963,0.2892045532427137,0.9521107907017703,1.000000013351432e-10
36,0.5030193357240587,0.9045801588467189,0.31206447004325805,0.948644896663686,1.000000013351432e-10
37,0.5031099695534933,0.904740552107493,0.30342944411846695,0.9493321084156239,1.000000013351432e-10
38,0.5068289431787673,0.9040520162809462,0.2934421423881773,0.9514562191155852,1.000000013351432e-10
39,0.5088391658805665,0.9038569955598741,0.30249039237461395,0.9496665912330466,9.999999960041972e-12
